_step,eval_loss,train_loss,smoothed_loss,lr
3960,,1.4871,1.6234,0.001421
3960,,1.4871,1.6234,0.001421
3961,,1.6079,1.617,0.001421
3961,,1.6079,1.617,0.001421
3962,,1.6991,1.6178,0.001421
3962,,1.6991,1.6178,0.001421
3963,,1.5959,1.6119,0.001421
3963,,1.5959,1.6119,0.001421
3964,,1.5595,1.6021,0.001421
3964,,1.5595,1.6021,0.001421
3965,,1.5754,1.6004,0.001421
3965,,1.5754,1.6004,0.001421
3966,,1.7265,1.6141,0.001421
3966,,1.7265,1.6141,0.001421
3967,,1.7156,1.6179,0.001421
3967,,1.7156,1.6179,0.001421
3968,,1.5931,1.6171,0.001421
3968,,1.5931,1.6171,0.001421
3969,,1.7285,1.6289,0.001421
3969,,1.7285,1.6289,0.001421
3970,,1.5961,1.6398,0.001421
3970,,1.5961,1.6398,0.001421
3971,,1.7235,1.6513,0.001421
3971,,1.7235,1.6513,0.001421
3972,,1.6833,1.6497,0.001421
3972,,1.6833,1.6497,0.001421
3973,,1.8494,1.6751,0.001421
3973,,1.8494,1.6751,0.001421
3974,,1.6769,1.6868,0.001421
3974,,1.6769,1.6868,0.001421
3975,,1.6815,1.6974,0.001421
3975,,1.6815,1.6974,0.001421
3976,,1.7063,1.6954,0.00142
3976,,1.7063,1.6954,0.00142
3977,,1.6838,1.6922,0.00142
3977,,1.6838,1.6922,0.00142
3978,,1.6238,1.6953,0.00142
3978,,1.6238,1.6953,0.00142
3979,,1.6231,1.6848,0.00142
3979,,1.6231,1.6848,0.00142
3980,,1.6705,1.6922,0.00142
3980,,1.6705,1.6922,0.00142
3981,,1.6666,1.6865,0.00142
3981,,1.6666,1.6865,0.00142
3982,,1.7539,1.6936,0.00142
3982,,1.7539,1.6936,0.00142
3983,,1.6304,1.6717,0.00142
3983,,1.6304,1.6717,0.00142
3984,,1.726,1.6766,0.00142
3984,,1.726,1.6766,0.00142
3985,,1.6507,1.6735,0.00142
3985,,1.6507,1.6735,0.00142
3986,,1.694,1.6723,0.00142
3986,,1.694,1.6723,0.00142
3987,,1.6014,1.664,0.00142
3987,,1.6014,1.664,0.00142
3988,,1.7712,1.6788,0.00142
3988,,1.7712,1.6788,0.00142
3989,,1.5752,1.674,0.00142
3989,,1.5752,1.674,0.00142
3990,,1.756,1.6825,0.00142
3990,,1.756,1.6825,0.00142
3991,,1.5954,1.6754,0.00142
3991,,1.5954,1.6754,0.00142
3992,,1.6161,1.6616,0.00142
3992,,1.6161,1.6616,0.00142
3993,,1.7346,1.6721,0.00142
3993,,1.7346,1.6721,0.00142
3994,,1.6823,1.6677,0.001419
3994,,1.6823,1.6677,0.001419
3995,,1.7026,1.6729,0.001419
3995,,1.7026,1.6729,0.001419
3996,,1.7063,1.6741,0.001419
3996,,1.7063,1.6741,0.001419
3997,,1.6674,1.6807,0.001419
3997,,1.6674,1.6807,0.001419
3998,,1.8271,1.6863,0.001419
3998,,1.8271,1.6863,0.001419
3999,,1.6298,1.6918,0.001419
3999,,1.6298,1.6918,0.001419
4000,,1.6327,1.6794,0.001419
4000,,1.6327,1.6794,0.001419
4001,,1.5984,1.6797,0.001419
4001,,1.5984,1.6797,0.001419
4002,,1.6472,1.6828,0.001419
4002,,1.6472,1.6828,0.001419
4003,,1.787,1.6881,0.001419
4003,,1.787,1.6881,0.001419
4004,,1.6909,1.6889,0.001419
4004,,1.6909,1.6889,0.001419
4005,,1.7019,1.6889,0.001419
4005,,1.7019,1.6889,0.001419
4006,,1.7499,1.6932,0.001419
4006,,1.7499,1.6932,0.001419
4007,,1.7896,1.7054,0.001419
4007,,1.7896,1.7054,0.001419
4008,,1.7115,1.6939,0.001419
4008,,1.7115,1.6939,0.001419
4009,,1.6488,1.6958,0.001419
4009,,1.6488,1.6958,0.001419
4010,,1.547,1.6872,0.001419
4010,,1.547,1.6872,0.001419
4011,,1.6064,1.688,0.001419
4011,,1.6064,1.688,0.001419
4012,,1.6387,1.6872,0.001419
4012,,1.6387,1.6872,0.001419
4013,,1.6613,1.6746,0.001418
4013,,1.6613,1.6746,0.001418
4014,,1.728,1.6783,0.001418
4014,,1.728,1.6783,0.001418
4015,,1.6595,1.6741,0.001418
4015,,1.6595,1.6741,0.001418
4016,,1.6395,1.663,0.001418
4016,,1.6395,1.663,0.001418
4017,,1.6419,1.6482,0.001418
4017,,1.6419,1.6482,0.001418
4018,,1.7025,1.6474,0.001418
4018,,1.7025,1.6474,0.001418
4019,,1.6178,1.6443,0.001418
4019,,1.6178,1.6443,0.001418
4020,,1.4485,1.6344,0.001418
4020,,1.4485,1.6344,0.001418
4021,,1.6334,1.6371,0.001418
4021,,1.6334,1.6371,0.001418
4022,,1.6121,1.6344,0.001418
4022,,1.6121,1.6344,0.001418
4023,,1.6213,1.6304,0.001418
4023,,1.6213,1.6304,0.001418
4024,,1.7169,1.6293,0.001418
4024,,1.7169,1.6293,0.001418
4025,,1.7501,1.6384,0.001418
4025,,1.7501,1.6384,0.001418
4026,,1.7166,1.6461,0.001418
4026,,1.7166,1.6461,0.001418
4027,,1.5462,1.6365,0.001418
4027,,1.5462,1.6365,0.001418
4028,,1.5345,1.6197,0.001418
4028,,1.5345,1.6197,0.001418
4029,,1.543,1.6122,0.001418
4029,,1.543,1.6122,0.001418
4030,,1.563,1.6237,0.001418
4030,,1.563,1.6237,0.001418
4031,,1.558,1.6162,0.001418
4031,,1.558,1.6162,0.001418
4032,,1.5449,1.6094,0.001417
4032,,1.5449,1.6094,0.001417
4033,,1.6156,1.6089,0.001417
4033,,1.6156,1.6089,0.001417
4034,,1.6731,1.6045,0.001417
4034,,1.6731,1.6045,0.001417
4035,,1.7267,1.6022,0.001417
4035,,1.7267,1.6022,0.001417
4036,,1.6726,1.5978,0.001417
4036,,1.6726,1.5978,0.001417
4037,,1.5254,1.5957,0.001417
4037,,1.5254,1.5957,0.001417
4038,,1.7416,1.6164,0.001417
4038,,1.7416,1.6164,0.001417
4039,,1.6788,1.63,0.001417
4039,,1.6788,1.63,0.001417
4040,,1.7437,1.648,0.001417
4040,,1.7437,1.648,0.001417
4041,,1.6195,1.6542,0.001417
4041,,1.6195,1.6542,0.001417
4042,,1.632,1.6629,0.001417
4042,,1.632,1.6629,0.001417
4043,,1.6806,1.6694,0.001417
4043,,1.6806,1.6694,0.001417
4044,,1.6759,1.6697,0.001417
4044,,1.6759,1.6697,0.001417
4045,,1.6432,1.6613,0.001417
4045,,1.6432,1.6613,0.001417
4046,,1.7847,1.6725,0.001417
4046,,1.7847,1.6725,0.001417
4047,,1.6716,1.6871,0.001417
4047,,1.6716,1.6871,0.001417
4048,,1.5909,1.6721,0.001417
4048,,1.5909,1.6721,0.001417
4049,,1.5869,1.6629,0.001417
4049,,1.5869,1.6629,0.001417
4050,,1.6882,1.6574,0.001417
4050,,1.6882,1.6574,0.001417
4051,,1.7553,1.6709,0.001416
4051,,1.7553,1.6709,0.001416
4052,,1.7869,1.6864,0.001416
4052,,1.7869,1.6864,0.001416
4053,,1.7042,1.6888,0.001416
4053,,1.7042,1.6888,0.001416
4054,,1.6991,1.6911,0.001416
4054,,1.6991,1.6911,0.001416
4055,,1.5969,1.6865,0.001416
4055,,1.5969,1.6865,0.001416
4056,,1.6337,1.6714,0.001416
4056,,1.6337,1.6714,0.001416
4057,,1.5845,1.6627,0.001416
4057,,1.5845,1.6627,0.001416
4058,,1.5863,1.6622,0.001416
4058,,1.5863,1.6622,0.001416
4059,,1.6025,1.6638,0.001416
4059,,1.6025,1.6638,0.001416
4060,,1.7522,1.6702,0.001416
4060,,1.7522,1.6702,0.001416
4061,,1.4861,1.6432,0.001416
4061,,1.4861,1.6432,0.001416
4062,,1.6794,1.6325,0.001416
4062,,1.6794,1.6325,0.001416
4063,,1.7307,1.6352,0.001416
4063,,1.7307,1.6352,0.001416
4064,,1.5973,1.625,0.001416
4064,,1.5973,1.625,0.001416
4065,,1.6649,1.6318,0.001416
4065,,1.6649,1.6318,0.001416
4066,,1.6769,1.6361,0.001416
4066,,1.6769,1.6361,0.001416
4067,,1.6718,1.6448,0.001416
4067,,1.6718,1.6448,0.001416
4068,,1.6859,1.6548,0.001416
4068,,1.6859,1.6548,0.001416
4069,,1.5854,1.6531,0.001415
4069,,1.5854,1.6531,0.001415
4070,,1.7449,1.6523,0.001415
4070,,1.7449,1.6523,0.001415
4071,,1.6733,1.6711,0.001415
4071,,1.6733,1.6711,0.001415
4072,,1.5867,1.6618,0.001415
4072,,1.5867,1.6618,0.001415
4073,,1.6161,1.6503,0.001415
4073,,1.6161,1.6503,0.001415
4074,,1.6391,1.6545,0.001415
4074,,1.6391,1.6545,0.001415
4075,,1.6418,1.6522,0.001415
4075,,1.6418,1.6522,0.001415
4076,,1.5744,1.6419,0.001415
4076,,1.5744,1.6419,0.001415
4077,,1.5988,1.6346,0.001415
4077,,1.5988,1.6346,0.001415
4078,,1.7004,1.6361,0.001415
4078,,1.7004,1.6361,0.001415
4079,,1.592,1.6368,0.001415
4079,,1.592,1.6368,0.001415
4080,,1.6012,1.6224,0.001415
4080,,1.6012,1.6224,0.001415
4081,,1.6301,1.6181,0.001415
4081,,1.6301,1.6181,0.001415
4082,,1.7213,1.6315,0.001415
4082,,1.7213,1.6315,0.001415
4083,,1.6649,1.6364,0.001415
4083,,1.6649,1.6364,0.001415
4084,,1.5033,1.6228,0.001415
4084,,1.5033,1.6228,0.001415
4085,,1.6917,1.6278,0.001415
4085,,1.6917,1.6278,0.001415
4086,,1.6411,1.6345,0.001415
4086,,1.6411,1.6345,0.001415
4087,,1.53,1.6276,0.001415
4087,,1.53,1.6276,0.001415
4088,,1.5793,1.6155,0.001414
4088,,1.5793,1.6155,0.001414
4089,,1.6085,1.6172,0.001414
4089,,1.6085,1.6172,0.001414
4090,,1.6389,1.6209,0.001414
4090,,1.6389,1.6209,0.001414
4091,,1.753,1.6332,0.001414
4091,,1.753,1.6332,0.001414
4092,,1.5669,1.6178,0.001414
4092,,1.5669,1.6178,0.001414
4093,,1.6785,1.6191,0.001414
4093,,1.6785,1.6191,0.001414
4094,,1.6399,1.6328,0.001414
4094,,1.6399,1.6328,0.001414
4095,,1.6877,1.6324,0.001414
4095,,1.6877,1.6324,0.001414
4096,,1.6144,1.6297,0.001414
4096,,1.6144,1.6297,0.001414
4097,,1.7516,1.6519,0.001414
4097,,1.7516,1.6519,0.001414
4098,,1.668,1.6608,0.001414
4098,,1.668,1.6608,0.001414
4099,,1.6039,1.6603,0.001414
4099,,1.6039,1.6603,0.001414
4100,,1.6927,1.6657,0.001414
4100,,1.6927,1.6657,0.001414
4101,,1.6805,1.6584,0.001414
4101,,1.6805,1.6584,0.001414
4102,,1.5819,1.6599,0.001414
4102,,1.5819,1.6599,0.001414
4103,,1.6895,1.661,0.001414
4103,,1.6895,1.661,0.001414
4104,,1.5856,1.6556,0.001414
4104,,1.5856,1.6556,0.001414
4105,,1.5956,1.6464,0.001414
4105,,1.5956,1.6464,0.001414
4106,,1.6513,1.6501,0.001413
4106,,1.6513,1.6501,0.001413
4107,,1.7283,1.6477,0.001413
4107,,1.7283,1.6477,0.001413
4108,,1.5209,1.633,0.001413
4108,,1.5209,1.633,0.001413
4109,,1.7278,1.6454,0.001413
4109,,1.7278,1.6454,0.001413
4110,,1.6445,1.6406,0.001413
4110,,1.6445,1.6406,0.001413
4111,,1.678,1.6403,0.001413
4111,,1.678,1.6403,0.001413
4112,,1.5373,1.6359,0.001413
4112,,1.5373,1.6359,0.001413
4113,,1.6906,1.636,0.001413
4113,,1.6906,1.636,0.001413
4114,,1.6089,1.6383,0.001413
4114,,1.6089,1.6383,0.001413
4115,,1.7198,1.6507,0.001413
4115,,1.7198,1.6507,0.001413
4116,,1.6346,1.6491,0.001413
4116,,1.6346,1.6491,0.001413
4117,,1.6186,1.6381,0.001413
4117,,1.6186,1.6381,0.001413
4118,,1.7365,1.6597,0.001413
4118,,1.7365,1.6597,0.001413
4119,,1.6033,1.6472,0.001413
4119,,1.6033,1.6472,0.001413
4120,,1.6352,1.6463,0.001413
4120,,1.6352,1.6463,0.001413
4121,,1.622,1.6407,0.001413
4121,,1.622,1.6407,0.001413
4122,,1.6552,1.6525,0.001413
4122,,1.6552,1.6525,0.001413
4123,,1.5431,1.6377,0.001413
4123,,1.5431,1.6377,0.001413
4124,,1.4976,1.6266,0.001412
4124,,1.4976,1.6266,0.001412
4125,,1.6792,1.6225,0.001412
4125,,1.6792,1.6225,0.001412
4126,,1.5883,1.6179,0.001412
4126,,1.5883,1.6179,0.001412
4127,,1.6077,1.6168,0.001412
4127,,1.6077,1.6168,0.001412
4128,,1.6281,1.606,0.001412
4128,,1.6281,1.606,0.001412
4129,,1.6173,1.6074,0.001412
4129,,1.6173,1.6074,0.001412
4130,,1.6916,1.613,0.001412
4130,,1.6916,1.613,0.001412
4131,,1.7275,1.6236,0.001412
4131,,1.7275,1.6236,0.001412
4132,,1.6587,1.6239,0.001412
4132,,1.6587,1.6239,0.001412
4133,,1.6727,1.6369,0.001412
4133,,1.6727,1.6369,0.001412
4134,,1.5688,1.644,0.001412
4134,,1.5688,1.644,0.001412
4135,,1.7059,1.6467,0.001412
4135,,1.7059,1.6467,0.001412
4136,,1.6868,1.6565,0.001412
4136,,1.6868,1.6565,0.001412
4137,,1.5914,1.6549,0.001412
4137,,1.5914,1.6549,0.001412
4138,,1.6897,1.6611,0.001412
4138,,1.6897,1.6611,0.001412
4139,,1.642,1.6635,0.001412
4139,,1.642,1.6635,0.001412
4140,,1.7054,1.6649,0.001412
4140,,1.7054,1.6649,0.001412
4141,,1.6835,1.6605,0.001412
4141,,1.6835,1.6605,0.001412
4142,,1.6869,1.6633,0.001411
4142,,1.6869,1.6633,0.001411
4143,,1.6377,1.6598,0.001411
4143,,1.6377,1.6598,0.001411
4144,,1.6637,1.6693,0.001411
4144,,1.6637,1.6693,0.001411
4145,,1.7679,1.6755,0.001411
4145,,1.7679,1.6755,0.001411
4146,,1.5579,1.6626,0.001411
4146,,1.5579,1.6626,0.001411
4147,,1.648,1.6683,0.001411
4147,,1.648,1.6683,0.001411
4148,,1.6157,1.6609,0.001411
4148,,1.6157,1.6609,0.001411
4149,,1.7232,1.669,0.001411
4149,,1.7232,1.669,0.001411
4150,,1.6144,1.6599,0.001411
4150,,1.6144,1.6599,0.001411
4151,,1.6299,1.6545,0.001411
4151,,1.6299,1.6545,0.001411
4152,,1.6998,1.6558,0.001411
4152,,1.6998,1.6558,0.001411
4153,,1.6395,1.656,0.001411
4153,,1.6395,1.656,0.001411
4154,,1.5803,1.6477,0.001411
4154,,1.5803,1.6477,0.001411
4155,,1.6129,1.6322,0.001411
4155,,1.6129,1.6322,0.001411
4156,,1.7021,1.6466,0.001411
4156,,1.7021,1.6466,0.001411
4157,,1.5242,1.6342,0.001411
4157,,1.5242,1.6342,0.001411
4158,,1.7401,1.6466,0.001411
4158,,1.7401,1.6466,0.001411
4159,,1.6106,1.6354,0.001411
4159,,1.6106,1.6354,0.001411
4160,,1.7241,1.6464,0.00141
4160,,1.7241,1.6464,0.00141
4161,,1.7797,1.6613,0.00141
4161,,1.7797,1.6613,0.00141
4162,,1.6274,1.6541,0.00141
4162,,1.6274,1.6541,0.00141
4163,,1.5727,1.6474,0.00141
4163,,1.5727,1.6474,0.00141
4164,,1.6727,1.6566,0.00141
4164,,1.6727,1.6566,0.00141
4165,,1.6444,1.6598,0.00141
4165,,1.6444,1.6598,0.00141
4166,,1.64,1.6536,0.00141
4166,,1.64,1.6536,0.00141
4167,,1.5726,1.6584,0.00141
4167,,1.5726,1.6584,0.00141
4168,,1.6831,1.6527,0.00141
4168,,1.6831,1.6527,0.00141
4169,,1.6569,1.6574,0.00141
4169,,1.6569,1.6574,0.00141
4170,,1.597,1.6447,0.00141
4170,,1.597,1.6447,0.00141
4171,,1.7105,1.6377,0.00141
4171,,1.7105,1.6377,0.00141
4172,,1.4645,1.6214,0.00141
4172,,1.4645,1.6214,0.00141
4173,,1.5844,1.6226,0.00141
4173,,1.5844,1.6226,0.00141
4174,,1.7207,1.6274,0.00141
4174,,1.7207,1.6274,0.00141
4175,,1.7603,1.639,0.00141
4175,,1.7603,1.639,0.00141
4176,,1.7128,1.6463,0.00141
4176,,1.7128,1.6463,0.00141
4177,,1.5012,1.6391,0.00141
4177,,1.5012,1.6391,0.00141
4178,,1.7224,1.6431,0.001409
4178,,1.7224,1.6431,0.001409
4179,,1.6818,1.6456,0.001409
4179,,1.6818,1.6456,0.001409
4180,,1.5496,1.6408,0.001409
4180,,1.5496,1.6408,0.001409
4181,,1.6307,1.6328,0.001409
4181,,1.6307,1.6328,0.001409
4182,,1.5964,1.646,0.001409
4182,,1.5964,1.646,0.001409
4183,,1.57,1.6446,0.001409
4183,,1.57,1.6446,0.001409
4184,,1.5572,1.6282,0.001409
4184,,1.5572,1.6282,0.001409
4185,,1.5244,1.6046,0.001409
4185,,1.5244,1.6046,0.001409
4186,,1.5909,1.5924,0.001409
4186,,1.5909,1.5924,0.001409
4187,,1.5899,1.6013,0.001409
4187,,1.5899,1.6013,0.001409
4188,,1.5749,1.5866,0.001409
4188,,1.5749,1.5866,0.001409
4189,,1.6216,1.5805,0.001409
4189,,1.6216,1.5805,0.001409
4190,,1.6166,1.5873,0.001409
4190,,1.6166,1.5873,0.001409
4191,,1.5503,1.5792,0.001409
4191,,1.5503,1.5792,0.001409
4192,,1.5514,1.5747,0.001409
4192,,1.5514,1.5747,0.001409
4193,,1.6185,1.5796,0.001409
4193,,1.6185,1.5796,0.001409
4194,,1.5741,1.5813,0.001409
4194,,1.5741,1.5813,0.001409
4195,,1.6019,1.589,0.001409
4195,,1.6019,1.589,0.001409
4196,,1.4379,1.5737,0.001408
4196,,1.4379,1.5737,0.001408
4197,,1.4117,1.5559,0.001408
4197,,1.4117,1.5559,0.001408
4198,,1.579,1.5563,0.001408
4198,,1.579,1.5563,0.001408
4199,,1.6014,1.5543,0.001408
4199,,1.6014,1.5543,0.001408
4200,,1.5379,1.5464,0.001408
4200,,1.5379,1.5464,0.001408
4201,,1.5805,1.5494,0.001408
4201,,1.5805,1.5494,0.001408
4202,,1.6458,1.5589,0.001408
4202,,1.6458,1.5589,0.001408
4203,,1.6639,1.5634,0.001408
4203,,1.6639,1.5634,0.001408
4204,,1.5691,1.5629,0.001408
4204,,1.5691,1.5629,0.001408
4205,,1.6293,1.5657,0.001408
4205,,1.6293,1.5657,0.001408
4206,,1.5773,1.5796,0.001408
4206,,1.5773,1.5796,0.001408
4207,,1.7081,1.6092,0.001408
4207,,1.7081,1.6092,0.001408
4208,,1.6253,1.6139,0.001408
4208,,1.6253,1.6139,0.001408
4209,,1.7111,1.6248,0.001408
4209,,1.7111,1.6248,0.001408
4210,,1.5778,1.6288,0.001408
4210,,1.5778,1.6288,0.001408
4211,,1.5412,1.6249,0.001408
4211,,1.5412,1.6249,0.001408
4212,,1.5769,1.618,0.001408
4212,,1.5769,1.618,0.001408
4213,,1.5757,1.6092,0.001408
4213,,1.5757,1.6092,0.001408
4214,,1.5771,1.61,0.001407
4214,,1.5771,1.61,0.001407
4215,,1.5048,1.5975,0.001407
4215,,1.5048,1.5975,0.001407
4216,,1.7398,1.6138,0.001407
4216,,1.7398,1.6138,0.001407
4217,,1.6426,1.6072,0.001407
4217,,1.6426,1.6072,0.001407
4218,,1.5759,1.6023,0.001407
4218,,1.5759,1.6023,0.001407
4219,,1.6131,1.5925,0.001407
4219,,1.6131,1.5925,0.001407
4220,,1.6267,1.5974,0.001407
4220,,1.6267,1.5974,0.001407
4221,,1.6432,1.6076,0.001407
4221,,1.6432,1.6076,0.001407
4222,,1.5779,1.6077,0.001407
4222,,1.5779,1.6077,0.001407
4223,,1.5684,1.6069,0.001407
4223,,1.5684,1.6069,0.001407
4224,,1.564,1.6056,0.001407
4224,,1.564,1.6056,0.001407
4225,,1.6149,1.6167,0.001407
4225,,1.6149,1.6167,0.001407
4226,,1.5329,1.596,0.001407
4226,,1.5329,1.596,0.001407
4227,,1.6387,1.5956,0.001407
4227,,1.6387,1.5956,0.001407
4228,,1.5229,1.5903,0.001407
4228,,1.5229,1.5903,0.001407
4229,,1.5272,1.5817,0.001407
4229,,1.5272,1.5817,0.001407
4230,,1.6605,1.5851,0.001407
4230,,1.6605,1.5851,0.001407
4231,,1.5407,1.5748,0.001407
4231,,1.5407,1.5748,0.001407
4232,,1.5021,1.5672,0.001406
4232,,1.5021,1.5672,0.001406
4233,,1.53,1.5634,0.001406
4233,,1.53,1.5634,0.001406
4234,,1.5684,1.5638,0.001406
4234,,1.5684,1.5638,0.001406
4235,,1.5647,1.5588,0.001406
4235,,1.5647,1.5588,0.001406
4236,,1.5633,1.5618,0.001406
4236,,1.5633,1.5618,0.001406
4237,,1.6464,1.5626,0.001406
4237,,1.6464,1.5626,0.001406
4238,,1.4758,1.5579,0.001406
4238,,1.4758,1.5579,0.001406
4239,,1.5475,1.5599,0.001406
4239,,1.5475,1.5599,0.001406
4240,,1.7244,1.5663,0.001406
4240,,1.7244,1.5663,0.001406
4241,,1.4998,1.5622,0.001406
4241,,1.4998,1.5622,0.001406
4242,,1.6664,1.5787,0.001406
4242,,1.6664,1.5787,0.001406
4243,,1.6288,1.5886,0.001406
4243,,1.6288,1.5886,0.001406
4244,,1.6689,1.5986,0.001406
4244,,1.6689,1.5986,0.001406
4245,,1.505,1.5926,0.001406
4245,,1.505,1.5926,0.001406
4246,,1.6888,1.6052,0.001406
4246,,1.6888,1.6052,0.001406
4247,,1.6536,1.6059,0.001406
4247,,1.6536,1.6059,0.001406
4248,,1.6368,1.622,0.001406
4248,,1.6368,1.622,0.001406
4249,,1.5502,1.6223,0.001405
4249,,1.5502,1.6223,0.001405
4250,,1.5812,1.608,0.001405
4250,,1.5812,1.608,0.001405
4251,,1.8115,1.6391,0.001405
4251,,1.8115,1.6391,0.001405
4252,,1.6049,1.633,0.001405
4252,,1.6049,1.633,0.001405
4253,,1.688,1.6389,0.001405
4253,,1.688,1.6389,0.001405
4254,,1.5915,1.6311,0.001405
4254,,1.5915,1.6311,0.001405
4255,,1.6045,1.6411,0.001405
4255,,1.6045,1.6411,0.001405
4256,,1.5807,1.6303,0.001405
4256,,1.5807,1.6303,0.001405
4257,,1.5138,1.6163,0.001405
4257,,1.5138,1.6163,0.001405
4258,,1.5103,1.6037,0.001405
4258,,1.5103,1.6037,0.001405
4259,,1.5979,1.6084,0.001405
4259,,1.5979,1.6084,0.001405
4260,,1.593,1.6096,0.001405
4260,,1.593,1.6096,0.001405
4261,,1.6294,1.5914,0.001405
4261,,1.6294,1.5914,0.001405
4262,,1.6299,1.5939,0.001405
4262,,1.6299,1.5939,0.001405
4263,,1.6,1.5851,0.001405
4263,,1.6,1.5851,0.001405
4264,,1.6225,1.5882,0.001405
4264,,1.6225,1.5882,0.001405
4265,,1.6038,1.5881,0.001405
4265,,1.6038,1.5881,0.001405
4266,,1.6407,1.5941,0.001405
4266,,1.6407,1.5941,0.001405
4267,,1.5049,1.5932,0.001404
4267,,1.5049,1.5932,0.001404
4268,,1.6547,1.6077,0.001404
4268,,1.6547,1.6077,0.001404
4269,,1.7441,1.6223,0.001404
4269,,1.7441,1.6223,0.001404
4270,,1.5816,1.6212,0.001404
4270,,1.5816,1.6212,0.001404
4271,,1.624,1.6206,0.001404
4271,,1.624,1.6206,0.001404
4272,,1.5607,1.6137,0.001404
4272,,1.5607,1.6137,0.001404
4273,,1.5013,1.6038,0.001404
4273,,1.5013,1.6038,0.001404
4274,,1.7304,1.6146,0.001404
4274,,1.7304,1.6146,0.001404
4275,,1.6424,1.6185,0.001404
4275,,1.6424,1.6185,0.001404
4276,,1.6217,1.6166,0.001404
4276,,1.6217,1.6166,0.001404
4277,,1.578,1.6239,0.001404
4277,,1.578,1.6239,0.001404
4278,,1.7391,1.6323,0.001404
4278,,1.7391,1.6323,0.001404
4279,,1.6371,1.6216,0.001404
4279,,1.6371,1.6216,0.001404
4280,,1.6724,1.6307,0.001404
4280,,1.6724,1.6307,0.001404
4281,,1.5288,1.6212,0.001404
4281,,1.5288,1.6212,0.001404
4282,,1.5514,1.6203,0.001404
4282,,1.5514,1.6203,0.001404
4283,,1.693,1.6394,0.001404
4283,,1.693,1.6394,0.001404
4284,,1.7221,1.6386,0.001403
4284,,1.7221,1.6386,0.001403
4285,,1.7332,1.6477,0.001403
4285,,1.7332,1.6477,0.001403
4286,,1.7303,1.6585,0.001403
4286,,1.7303,1.6585,0.001403
4287,,1.5557,1.6563,0.001403
4287,,1.5557,1.6563,0.001403
4288,,1.6003,1.6424,0.001403
4288,,1.6003,1.6424,0.001403
4289,,1.6194,1.6406,0.001403
4289,,1.6194,1.6406,0.001403
4290,,1.6233,1.6357,0.001403
4290,,1.6233,1.6357,0.001403
4291,,1.5783,1.6407,0.001403
4291,,1.5783,1.6407,0.001403
4292,,1.5878,1.6443,0.001403
4292,,1.5878,1.6443,0.001403
4293,,1.6314,1.6382,0.001403
4293,,1.6314,1.6382,0.001403
4294,,1.6667,1.6326,0.001403
4294,,1.6667,1.6326,0.001403
4295,,1.667,1.626,0.001403
4295,,1.667,1.626,0.001403
4296,,1.4588,1.5989,0.001403
4296,,1.4588,1.5989,0.001403
4297,,1.639,1.6072,0.001403
4297,,1.639,1.6072,0.001403
4298,,1.5856,1.6057,0.001403
4298,,1.5856,1.6057,0.001403
4299,,1.6761,1.6114,0.001403
4299,,1.6761,1.6114,0.001403
4300,,1.6057,1.6097,0.001403
4300,,1.6057,1.6097,0.001403
4301,,1.673,1.6191,0.001403
4301,,1.673,1.6191,0.001403
4302,,1.5322,1.6136,0.001402
4302,,1.5322,1.6136,0.001402
4303,,1.6032,1.6107,0.001402
4303,,1.6032,1.6107,0.001402
4304,,1.6945,1.6135,0.001402
4304,,1.6945,1.6135,0.001402
4305,,1.6903,1.6158,0.001402
4305,,1.6903,1.6158,0.001402
4306,,1.5672,1.6267,0.001402
4306,,1.5672,1.6267,0.001402
4307,,1.6241,1.6252,0.001402
4307,,1.6241,1.6252,0.001402
4308,,1.6177,1.6284,0.001402
4308,,1.6177,1.6284,0.001402
4309,,1.7108,1.6319,0.001402
4309,,1.7108,1.6319,0.001402
4310,,1.6658,1.6379,0.001402
4310,,1.6658,1.6379,0.001402
4311,,1.6339,1.634,0.001402
4311,,1.6339,1.634,0.001402
4312,,1.8023,1.661,0.001402
4312,,1.8023,1.661,0.001402
4313,,1.7338,1.674,0.001402
4313,,1.7338,1.674,0.001402
4314,,1.7122,1.6758,0.001402
4314,,1.7122,1.6758,0.001402
4315,,1.6258,1.6694,0.001402
4315,,1.6258,1.6694,0.001402
4316,,1.7118,1.6838,0.001402
4316,,1.7118,1.6838,0.001402
4317,,1.7488,1.6963,0.001402
4317,,1.7488,1.6963,0.001402
4318,,1.6961,1.7041,0.001402
4318,,1.6961,1.7041,0.001402
4319,,1.6497,1.698,0.001401
4319,,1.6497,1.698,0.001401
4320,,1.7002,1.7015,0.001401
4320,,1.7002,1.7015,0.001401
4321,,1.6241,1.7005,0.001401
4321,,1.6241,1.7005,0.001401
4322,,1.6846,1.6887,0.001401
4322,,1.6846,1.6887,0.001401
4323,,1.7203,1.6874,0.001401
4323,,1.7203,1.6874,0.001401
4324,,1.615,1.6776,0.001401
4324,,1.615,1.6776,0.001401
4325,,1.6428,1.6793,0.001401
4325,,1.6428,1.6793,0.001401
4326,,1.5696,1.6651,0.001401
4326,,1.5696,1.6651,0.001401
4327,,1.5637,1.6466,0.001401
4327,,1.5637,1.6466,0.001401
4328,,1.5109,1.6281,0.001401
4328,,1.5109,1.6281,0.001401
4329,,1.6363,1.6267,0.001401
4329,,1.6363,1.6267,0.001401
4330,,1.684,1.6251,0.001401
4330,,1.684,1.6251,0.001401
